held_out_city,model_a,model_b,truncation_lag_h,dm_stat,p_value,significant_at_05
Khujand,ordinary_kriging,training_pool_mean,336,-0.8333867743691834,0.4046561103836619,False
Khujand,idw_k5_p2,nearest_monitor,0,-3.3871537680267485,0.0007097265505617845,True
Khujand,idw_k5_p2,nearest_monitor,24,-2.352380576619514,0.01867851543385024,True
Khujand,idw_k5_p2,nearest_monitor,48,-2.254931775342803,0.02416536221230081,True
Khujand,idw_k5_p2,nearest_monitor,168,-2.1653251618033997,0.030393161200337415,True
Khujand,idw_k5_p2,nearest_monitor,336,-2.2494749106649214,0.024510209945201034,True
Khujand,idw_k5_p2,ordinary_kriging,0,4.324116629365399,1.5505889821021412e-05,True
Khujand,idw_k5_p2,ordinary_kriging,24,1.7649654046015881,0.07760890307995227,False
Khujand,idw_k5_p2,ordinary_kriging,48,1.583949334956108,0.1132459933931036,False
Khujand,idw_k5_p2,ordinary_kriging,168,1.3481577993161862,0.17764697916014138,False
Khujand,idw_k5_p2,ordinary_kriging,336,1.2646105048751113,0.20604895894008823,False
Khujand,idw_k5_p2,training_pool_mean,0,-3.9395593377513207,8.23469003541355e-05,True
Khujand,idw_k5_p2,training_pool_mean,24,-1.3618838862920515,0.17327406019906677,False
Khujand,idw_k5_p2,training_pool_mean,48,-1.1245160791749373,0.26082893092049586,False
Khujand,idw_k5_p2,training_pool_mean,168,-0.7939195949785818,0.4272665146698029,False
Khujand,idw_k5_p2,training_pool_mean,336,-0.7248451772657564,0.46856886877307025,False
Khujand,nearest_monitor,ordinary_kriging,0,4.101403608739442,4.1484617660847434e-05,True
Khujand,nearest_monitor,ordinary_kriging,24,3.1158750892981932,0.0018406906727206351,True
Khujand,nearest_monitor,ordinary_kriging,48,2.92081737343682,0.0035011997867866462,True
Khujand,nearest_monitor,ordinary_kriging,168,2.661925741912967,0.007785512246127668,True
Khujand,nearest_monitor,ordinary_kriging,336,2.5039680004015037,0.0123012738615349,True
Khujand,nearest_monitor,training_pool_mean,0,0.36632032235007783,0.71413605223003,False
Khujand,nearest_monitor,training_pool_mean,24,0.22257255064359305,0.8238740588846714,False
Khujand,nearest_monitor,training_pool_mean,48,0.1927422356710988,0.8471658875106247,False
Khujand,nearest_monitor,training_pool_mean,168,0.14484045065340367,0.8848406049813069,False
Khujand,nearest_monitor,training_pool_mean,336,0.1283689429153043,0.8978603338455453,False
Khujand,ordinary_kriging,training_pool_mean,0,-9.434961422364823,0.0,True
Khujand,ordinary_kriging,training_pool_mean,24,-2.9690107064306783,0.0029967357396702976,True
Khujand,ordinary_kriging,training_pool_mean,48,-2.354239973157512,0.01858540552939192,True
Khujand,ordinary_kriging,training_pool_mean,168,-1.5813680316397878,0.11383466178544577,False
Khujand,ordinary_kriging,training_pool_mean,336,-1.3937757756964302,0.1634252318220557,False
Tashkent,idw_k5_p2,nearest_monitor,0,-6.096248565160244,1.1368461727556678e-09,True
Tashkent,idw_k5_p2,nearest_monitor,24,-3.4262086074924705,0.0006151868806574257,True
